daily_tiktok_screen_time,average_scrolls_per_session,tiktok_usage_time_of_day,max_consecutive_watch_time,video_likes_per_day,number_of_followed_accounts,frequency_of_comments_posted,videos_saved_per_week,self_control_score,boredom_level,workload_per_day,productivity_hours_lost
239,88,0,53,5,885,15,27,4,7,2,18
35,16,0,95,34,257,0,7,1,8,6,14
67,73,3,61,22,989,16,21,10,7,7,11
274,71,3,26,26,68,9,26,4,4,4,15
135,33,0,88,43,98,0,4,6,3,4,9
284,88,3,65,6,202,6,8,9,5,3,13
37,76,3,39,24,445,12,3,5,1,6,6
137,96,3,13,38,573,11,13,3,2,5,11
103,69,1,85,32,353,14,5,9,7,5,13
200,52,1,108,6,491,0,19,8,10,6,13
281,80,2,6,19,274,9,2,8,7,2,10
14,11,3,23,40,171,3,2,7,9,9,2
166,42,3,119,47,890,3,4,8,8,7,16
61,91,0,25,32,205,1,6,1,10,8,12
252,51,0,37,22,716,1,19,7,2,5,7
160,68,3,58,18,765,9,12,5,10,9,12
271,69,0,59,46,501,13,1,9,9,9,12
89,48,2,50,35,916,0,3,5,8,3,11
192,88,0,81,16,134,0,28,5,3,6,12
116,10,3,97,8,89,10,29,9,10,7,11
163,99,1,51,33,687,13,19,6,6,5,16
214,42,0,97,48,332,4,8,10,3,2,13
125,50,2,108,1,984,6,15,4,3,4,13
26,14,3,81,35,59,12,10,3,10,7,14
297,98,0,12,46,201,9,8,4,10,4,16
165,97,3,108,27,812,16,24,1,7,8,21
34,82,1,92,49,50,18,18,5,8,2,21
287,68,1,70,23,447,4,29,6,6,3,17
135,98,1,79,33,595,19,22,9,7,8,16
285,46,0,12,47,867,16,26,2,2,6,14
187,99,0,92,15,183,14,25,10,6,7,14
56,69,0,14,28,964,0,21,10,5,7,2
209,53,0,108,16,76,11,5,6,3,4,12
60,74,1,112,11,551,4,0,1,9,2,19
279,87,3,87,21,520,0,26,1,10,2,26
206,39,1,104,45,294,0,6,3,1,4,14
30,37,1,71,6,853,0,8,7,3,3,5
152,18,3,38,33,182,19,29,3,3,4,15
257,41,1,19,17,477,15,24,1,2,4,11
10,51,2,5,43,169,16,9,2,7,5,10
283,43,2,17,13,59,5,13,8,2,6,3
250,77,1,30,25,621,6,23,5,5,8,9
67,27,0,101,11,253,15,2,6,9,4,13
135,49,1,68,28,110,5,17,8,1,8,5
61,67,1,55,26,168,13,24,7,1,3,10
232,57,3,91,22,624,0,6,1,6,4,15
278,25,3,36,1,65,13,28,10,3,7,8
105,79,3,97,23,792,16,11,8,6,4,14
282,62,2,5,0,670,9,28,10,10,2,9
70,84,2,27,10,954,5,10,8,2,2,7
190,12,1,27,36,57,14,28,1,2,2,12
142,73,0,87,11,264,3,15,7,3,9,7
98,54,3,38,4,377,10,9,4,3,4,6
182,65,1,35,21,217,15,8,8,5,7,6
14,75,2,5,33,479,15,2,3,9,2,13
213,16,1,23,33,362,19,0,2,2,6,8
171,55,1,49,18,358,8,22,9,6,9,5
70,70,0,110,12,94,12,27,7,4,5,14
199,17,1,119,37,259,18,27,3,1,2,19
72,74,2,75,39,580,15,19,5,6,3,19
53,84,3,76,44,567,8,26,1,7,7,17
248,70,3,37,42,590,16,14,6,7,7,16
37,70,3,38,38,852,11,29,1,3,9,14
207,14,3,67,16,209,2,21,3,2,6,11
278,40,2,19,8,183,9,20,10,7,8,5
180,92,0,37,17,137,13,24,9,9,8,9
39,70,1,23,37,597,3,16,4,2,9,5
163,57,3,18,42,828,1,6,6,10,2,13
218,20,1,24,38,506,12,16,9,8,8,7
72,20,1,100,18,711,5,12,9,1,5,6
66,17,0,20,29,689,18,28,10,4,4,5
217,99,1,67,1,723,12,5,3,3,4,13
72,15,1,43,3,499,5,13,3,8,7,5
257,41,1,94,4,159,1,24,1,4,2,18
150,62,1,94,13,867,9,18,8,10,5,14
102,66,3,76,19,87,4,7,3,2,4,14
116,38,3,14,12,581,14,12,3,7,6,7
97,92,2,114,31,168,12,10,2,6,9,17
117,65,2,36,37,506,12,25,7,1,3,11
55,89,1,59,6,852,7,15,5,8,5,12
86,97,1,70,17,905,10,19,8,2,6,9
226,73,1,32,6,694,13,13,5,2,3,10
178,73,3,118,26,238,6,5,5,5,3,19
138,28,3,78,1,978,6,3,5,1,5,7
210,77,3,65,24,688,2,7,5,6,6,13
205,98,0,47,48,836,7,13,10,10,8,14
277,74,0,61,49,349,5,19,1,1,7,15
97,60,1,95,41,265,1,3,7,9,7,11
262,90,0,23,13,162,14,2,6,6,5,10
247,62,0,75,8,641,0,22,6,6,4,12
82,75,2,95,16,933,9,12,10,5,9,10
170,81,0,118,49,330,17,12,2,6,4,25
67,64,1,67,45,557,5,28,5,1,5,11
75,59,2,50,42,469,6,3,7,1,7,5
35,57,3,81,28,867,18,8,2,3,5,14
86,92,2,53,31,90,7,4,6,4,3,12
295,66,0,65,6,354,1,24,6,7,2,13
45,67,2,112,30,194,14,10,3,9,5,18
28,50,3,102,5,454,1,10,1,1,7,9
287,44,3,57,22,515,16,27,9,5,4,15
276,38,0,42,7,448,16,17,5,9,5,13
291,76,3,78,49,556,11,24,5,2,7,18
28,75,3,114,26,364,4,28,8,3,9,12
149,24,1,64,9,975,12,13,6,10,5,12
76,30,0,84,18,112,4,1,7,1,7,4
27,62,1,118,24,672,18,11,7,3,4,14
270,86,2,83,27,961,19,4,10,9,8,13
121,31,1,16,21,198,5,3,2,1,2,6
124,63,1,5,7,456,13,12,4,10,4,10
175,65,3,12,6,187,1,29,4,8,7,8
76,40,3,64,25,277,19,22,2,7,3,18
264,86,2,10,8,746,8,15,5,5,4,10
79,31,3,106,41,140,18,7,5,1,6,14
212,17,0,22,21,838,4,29,2,9,5,10
136,69,2,49,15,442,4,24,1,2,2,13
89,40,1,36,24,226,16,21,2,8,8,11
185,98,0,113,5,985,0,4,5,2,5,12
122,46,3,77,36,841,5,6,9,4,3,11
120,27,1,51,3,749,15,24,6,3,6,7
146,41,2,64,8,860,6,13,8,5,5,8
142,46,0,48,47,306,6,8,6,6,2,12
198,28,0,81,24,930,4,24,5,3,6,12
286,15,1,99,10,222,15,7,8,4,9,10
234,14,0,104,23,899,14,10,10,1,4,10
112,35,1,18,31,517,9,5,9,4,4,2
116,28,1,98,19,222,4,17,9,10,9,9
72,16,2,110,2,633,2,25,7,3,2,12
254,15,3,110,26,851,3,23,4,5,9,15
182,78,1,9,45,742,17,4,2,4,6,13
219,84,0,90,14,456,14,3,6,2,9,10
200,13,0,93,46,567,1,16,5,8,7,14
167,71,0,87,42,241,2,18,1,2,6,15
234,34,1,10,41,746,8,25,7,5,3,12
181,88,1,98,1,255,13,12,9,2,2,14
45,74,0,79,23,469,11,7,6,10,8,11
143,30,2,91,25,650,11,8,4,5,7,13
46,24,1,55,45,681,13,26,7,8,5,13
102,19,0,52,46,287,8,16,6,6,8,7
84,26,0,75,13,177,4,16,6,7,2,10
253,98,3,38,22,509,8,25,1,1,4,18
192,10,2,87,35,775,10,9,6,7,6,13
214,39,0,90,32,434,15,26,1,7,3,23
196,92,1,92,23,652,10,10,6,7,7,16
175,10,0,10,36,92,17,26,5,7,3,10
124,65,3,40,37,228,15,20,3,5,5,13
216,15,0,26,25,165,9,3,1,3,6,5
254,52,0,103,31,57,5,29,3,5,8,15
170,72,3,79,26,838,18,12,3,7,3,21
22,64,3,100,9,556,8,12,6,2,3,13
245,60,1,84,33,956,18,9,2,4,4,20
282,43,3,107,4,224,10,12,10,7,3,15
123,72,1,103,44,506,10,6,7,3,3,15
161,14,2,48,4,221,16,0,1,6,7,9
35,42,3,92,24,137,6,27,5,5,2,15
177,51,3,42,41,851,4,6,3,5,4,14
41,80,1,78,11,705,13,3,9,2,4,9
230,87,3,79,16,431,10,21,10,4,6,13
215,96,1,70,41,747,1,26,6,7,9,15
107,85,2,45,46,410,10,5,4,3,8,11
100,97,1,27,27,620,12,10,2,4,9,9
223,16,3,69,38,822,8,9,1,10,3,20
197,77,3,46,5,756,13,27,8,3,9,7
66,81,3,44,25,211,0,8,4,5,3,12
116,36,0,25,2,95,3,9,2,6,7,4
204,34,1,5,33,875,8,21,2,9,6,13
31,44,2,111,11,438,6,15,8,6,7,10
195,43,2,35,44,845,5,17,1,1,2,14
94,73,0,36,46,90,14,19,3,5,4,14
89,67,0,68,15,883,19,4,3,3,9,8
86,14,0,102,46,626,0,4,9,9,9,7
186,23,0,64,29,630,0,4,9,10,9,5
183,13,0,39,31,919,15,20,4,2,4,11
91,51,0,56,16,465,11,16,10,4,3,6
30,31,3,73,5,801,8,5,3,4,3,9
188,76,0,83,34,583,6,15,2,9,7,18
234,30,0,35,8,845,1,17,7,8,7,6
274,46,1,48,49,519,1,24,2,9,5,18
278,16,1,63,9,223,14,10,10,10,8,8
260,16,3,85,38,630,8,3,4,9,3,20
282,94,1,81,44,119,19,24,1,7,6,24
281,54,1,76,30,97,15,18,5,5,6,17
289,46,1,103,29,262,8,24,1,2,2,21
232,93,3,71,46,56,8,24,10,1,8,11
84,79,3,83,6,97,18,24,6,7,9,13
160,40,3,96,12,190,5,4,10,2,4,9
114,54,0,91,43,522,14,1,10,8,7,11
51,80,3,75,29,643,15,21,10,1,4,14
185,36,3,87,32,787,0,19,5,7,6,15
254,75,2,5,39,359,13,6,6,1,5,9
262,38,0,49,17,363,14,8,2,4,5,12
283,96,0,91,20,232,7,10,3,6,9,16
101,70,2,27,45,84,17,21,5,7,2,16
20,43,3,61,28,202,15,19,4,2,2,13
161,27,1,95,16,370,7,26,8,6,6,11
198,37,1,79,30,822,9,10,2,9,4,18
173,39,0,25,34,956,13,20,6,2,2,10
135,31,3,39,4,552,0,19,5,3,9,1
220,12,1,32,39,588,5,21,5,5,7,9
106,45,1,90,49,136,15,29,1,1,6,16
56,34,3,68,31,259,2,25,10,8,6,7
233,32,1,106,30,170,5,6,3,8,5,15
66,74,3,49,15,403,12,1,2,6,3,15
84,46,0,84,9,446,19,3,9,5,4,10
263,30,2,58,9,477,14,8,9,4,8,7
160,73,3,6,2,494,8,20,2,8,9,9
68,55,3,11,48,957,4,13,5,3,3,9
95,56,1,82,11,319,14,5,5,1,3,10
179,97,1,83,23,823,12,22,6,8,5,20
155,57,1,53,25,60,7,28,6,8,8,12
42,46,0,20,11,793,9,18,5,6,5,5
12,44,1,113,25,845,15,13,9,9,3,16
293,25,3,5,32,164,11,3,6,4,3,10
266,77,1,99,39,695,11,3,8,9,7,16
135,39,2,104,10,632,18,11,8,3,7,11
122,27,3,25,18,610,10,27,9,9,2,10
57,15,1,71,10,974,19,9,5,9,8,9
284,55,0,89,37,74,18,9,1,3,7,18
204,50,1,54,6,622,19,15,2,7,4,15
234,57,3,62,1,999,2,10,9,2,7,5
222,24,0,105,44,883,16,0,7,1,9,10
291,16,2,93,44,712,12,20,8,6,7,14
147,46,2,30,32,564,17,23,1,2,4,16
79,35,2,7,47,769,19,26,3,8,2,16
79,74,1,56,7,712,14,5,1,1,5,11
217,35,0,27,9,927,18,26,9,5,5,9
209,59,1,94,27,722,11,17,2,2,4,17
68,39,1,87,14,396,17,16,5,1,7,9
268,96,3,98,13,142,12,29,4,7,5,22
174,43,3,96,25,185,14,24,2,1,6,16
254,55,1,110,17,536,7,28,9,10,7,17
93,76,0,12,12,585,15,1,1,7,6,8
123,28,2,37,15,730,1,24,7,2,6,5
243,67,2,26,34,259,9,14,9,6,5,10
271,40,3,93,14,997,16,10,4,1,8,14
181,22,0,84,42,183,18,16,4,6,7,16
27,38,1,63,2,390,15,26,7,8,3,10
244,62,0,70,46,226,13,19,8,4,4,16
166,83,2,114,14,708,15,28,5,10,2,25
220,26,3,11,16,468,14,3,8,4,2,8
290,40,2,80,11,812,2,7,1,3,3,13
205,61,2,58,12,729,13,18,9,7,5,13
124,50,3,15,49,346,1,1,4,8,4,11
169,66,1,34,18,556,3,23,6,9,2,13
164,17,2,59,19,698,1,26,9,4,2,9
60,63,2,12,45,352,19,24,6,8,2,14
293,86,2,16,43,902,4,20,1,4,6,15
82,65,2,80,39,273,5,19,9,9,9,12
119,36,3,14,29,195,14,21,10,5,3,10
295,72,2,85,1,370,13,18,7,10,5,19
230,76,2,18,42,937,16,23,1,7,6,19
18,35,1,111,23,767,15,13,10,1,4,8
91,64,2,68,48,591,12,7,3,8,6,17
31,53,0,8,11,825,11,17,2,8,6,8
108,83,3,85,41,576,2,13,8,5,8,11
179,54,3,60,44,268,5,26,10,8,7,12
199,92,2,32,40,345,2,12,10,9,3,12
115,89,2,6,33,192,15,2,10,2,9,4
274,51,2,87,40,77,13,2,5,3,7,16
177,35,2,24,19,442,1,0,5,3,4,5
122,30,2,66,31,950,0,20,8,7,6,9
157,34,0,9,36,261,6,9,5,1,5,5
229,89,0,36,31,642,10,25,6,9,7,15
42,68,1,87,40,778,13,21,8,3,4,14
229,48,3,31,46,607,7,3,1,1,4,13
194,75,0,67,27,637,9,26,9,5,4,12
202,51,1,15,0,924,11,23,2,5,9,7
189,31,3,104,42,667,6,8,6,8,3,20
15,11,1,118,33,606,7,18,3,2,4,13
18,68,1,18,23,855,16,18,5,5,8,9
70,20,2,99,27,809,9,18,3,1,3,14
172,90,2,63,25,942,12,11,7,9,9,12
108,50,0,18,38,237,11,1,8,5,9,2
157,13,2,95,4,281,8,9,5,4,2,13
67,36,0,107,47,818,18,27,2,10,7,20
224,55,2,44,40,979,9,12,2,10,6,20
191,75,3,6,46,368,13,27,9,10,6,15
44,64,1,48,23,819,5,17,5,8,5,9
55,47,2,19,2,982,16,3,6,1,2,6
96,14,2,103,46,672,16,23,4,10,3,21
13,37,0,31,9,609,16,23,9,2,5,3
275,18,0,89,3,670,15,3,7,7,5,12
116,87,1,44,47,75,3,27,8,7,2,16
84,94,1,98,7,696,11,26,3,4,2,19
49,67,0,106,23,588,8,17,10,3,9,6
136,85,1,31,6,359,17,12,3,10,2,15
192,62,3,39,36,171,10,27,4,2,5,12
128,60,0,83,47,133,4,21,5,4,2,16
82,56,0,50,19,620,14,25,1,2,6,13
49,50,0,71,44,495,1,26,5,10,9,10
213,24,3,42,18,352,6,15,8,2,4,7
105,56,2,18,44,89,7,20,2,6,9,9
288,84,2,46,42,809,18,15,2,1,3,20
152,93,2,55,19,976,19,22,2,9,6,18
124,36,3,117,16,877,17,13,3,6,5,17
142,41,0,19,26,147,15,24,10,10,6,9
177,66,3,33,8,608,5,9,2,3,4,10
254,58,1,7,36,927,3,17,8,4,5,8
286,59,2,95,35,176,14,2,5,7,2,21
268,22,0,24,15,612,11,15,4,10,9,9
55,77,1,79,28,731,16,6,10,9,2,15
246,57,2,36,25,486,8,26,3,1,5,10
62,69,3,57,36,331,14,14,9,7,5,13
157,87,2,46,1,332,4,29,6,7,9,9
196,15,1,37,42,874,0,14,2,2,3,9
30,76,0,66,27,966,4,25,3,5,3,14
99,51,1,82,33,918,2,27,7,10,4,15
242,85,2,32,4,210,0,11,3,9,7,11
224,15,3,26,32,308,15,21,4,10,2,19
60,34,1,15,19,631,4,7,6,4,6,2
162,58,1,51,34,281,18,22,6,1,6,11
125,44,3,103,34,254,6,3,4,4,7,13
223,16,0,36,48,482,4,16,4,4,8,8
146,93,1,103,28,667,1,17,6,3,5,16
294,83,3,95,4,830,10,14,7,9,7,19
80,20,3,38,18,292,6,3,7,2,4,4
254,69,3,100,15,381,17,23,4,9,8,19
47,16,3,10,47,954,1,12,2,3,9,3
225,89,0,49,21,167,13,26,3,1,9,9
136,76,1,64,49,656,16,6,9,8,6,14
81,34,2,49,47,564,15,7,1,9,6,16
235,96,1,78,46,972,8,22,9,3,7,15
293,94,3,19,0,239,7,21,10,4,6,7
255,13,2,5,41,228,10,7,9,8,7,8
80,60,0,87,34,534,17,29,7,1,9,12
204,52,1,73,36,886,9,11,2,8,9,14
47,54,2,62,41,648,10,25,7,5,7,11
126,52,2,92,41,431,12,3,1,9,7,19
247,17,0,54,13,680,6,15,8,1,4,6
213,59,0,119,42,392,12,12,10,3,3,18
14,69,3,68,45,864,8,27,9,10,4,16
166,40,2,42,22,827,3,19,4,6,2,11
116,41,3,75,11,595,16,16,4,8,4,15
237,46,1,7,5,462,4,21,8,2,6,2
151,47,1,68,24,324,13,15,8,1,2,12
181,36,0,37,15,985,13,19,6,2,2,9
155,60,1,33,12,935,17,22,1,10,8,15
16,72,3,68,5,233,0,14,7,3,5,5
25,17,1,91,33,174,10,5,10,6,6,8
46,88,2,61,14,77,17,3,7,2,8,4
162,62,3,112,23,428,10,21,4,6,6,20
274,16,3,73,12,524,5,25,8,2,2,12
192,77,2,30,15,239,18,22,10,3,5,9
165,56,1,82,19,613,18,7,6,9,4,17
146,57,0,42,3,974,10,13,3,1,3,8
99,17,0,7,21,699,8,2,8,6,7,0
227,96,2,39,47,562,7,18,7,1,5,13
195,40,2,16,9,356,3,22,2,6,4,10
218,57,2,68,4,811,11,19,3,9,3,19
60,35,0,53,15,605,18,9,3,7,5,11
297,89,3,59,2,439,13,23,5,7,2,18
97,52,0,79,19,511,8,25,3,4,9,9
145,59,3,92,28,470,19,13,9,3,5,16
167,64,1,10,34,254,7,3,4,4,7,9
291,30,1,106,8,904,11,22,5,2,3,15
164,22,1,106,23,193,7,7,9,4,5,11
229,63,1,81,5,646,10,23,4,2,7,11
176,60,1,98,7,137,17,28,6,6,2,19
188,14,1,78,34,344,2,20,2,2,4,13
59,84,3,84,5,408,19,28,3,8,8,15
96,61,0,93,28,219,16,8,8,8,4,14
42,10,0,45,37,490,19,15,2,5,2,14
284,19,3,111,4,325,10,6,5,1,7,12
150,91,1,21,26,928,14,28,1,7,3,17
215,87,2,98,48,484,19,17,1,8,6,27
233,49,2,96,25,90,17,6,1,9,3,20
122,79,2,80,40,500,15,2,7,2,3,15
287,32,1,78,37,718,7,22,2,10,7,18
14,36,0,32,3,245,14,17,7,1,6,2
221,75,3,27,20,891,9,12,6,7,3,15
265,26,1,72,20,150,5,29,2,9,2,19
39,98,2,67,32,637,14,11,10,7,8,9
91,38,1,75,26,93,5,2,2,2,3,12
245,11,0,79,31,531,13,25,1,8,2,20
262,84,2,67,36,209,16,2,9,2,6,11
127,86,0,54,9,629,4,28,4,7,2,14
39,66,0,118,42,445,10,0,7,5,8,14
120,88,3,111,39,545,4,13,6,8,4,20
263,77,0,42,7,982,12,23,9,5,5,11
208,18,2,6,37,297,0,0,2,2,8,2
296,43,1,46,22,109,5,2,7,10,4,11
253,59,1,113,43,781,12,20,3,6,2,25
230,44,3,5,3,87,8,10,3,9,2,12
165,42,0,8,35,165,10,19,8,8,8,6
245,43,3,21,44,426,18,21,5,2,8,11
28,96,2,66,32,884,11,6,3,10,4,17
224,36,0,27,41,727,5,7,9,2,9,3
123,63,1,18,14,876,12,9,1,10,4,13
209,47,3,17,24,219,12,28,1,8,8,13
34,64,2,68,12,455,16,14,7,4,5,10
130,74,1,110,7,944,2,2,7,9,6,11
239,97,2,97,36,145,2,25,7,2,5,17
108,65,2,118,27,112,19,19,4,10,2,26
12,56,2,54,29,548,16,0,4,9,2,17
270,91,3,79,22,613,18,11,1,2,9,16
263,87,2,119,12,648,9,19,2,3,2,23
29,66,2,60,22,682,2,2,4,2,2,9
213,44,0,53,48,280,4,25,10,10,6,12
137,69,1,13,45,897,9,6,2,1,6,8
183,15,2,44,2,445,0,6,10,8,3,5
230,12,1,87,48,113,15,0,9,6,5,13
46,77,3,54,30,775,1,10,4,4,5,10
158,54,3,102,3,635,6,28,10,5,6,11
101,16,3,61,35,135,12,25,8,4,6,11
79,76,3,17,5,429,19,16,6,4,8,7
93,76,2,14,13,68,9,29,10,2,7,4
214,26,1,89,20,906,18,25,5,5,7,16
276,47,2,116,8,483,12,22,4,4,8,14
97,56,3,104,6,571,6,11,10,7,9,8
261,74,3,75,34,832,2,17,6,7,9,14
220,75,0,81,18,116,1,20,7,3,5,11
40,10,0,16,47,529,14,27,6,9,8,7
70,20,1,12,39,847,12,28,9,8,2,9
76,71,1,59,7,698,9,9,4,2,8,6
235,18,0,109,42,236,0,27,9,6,7,14
76,14,1,84,6,463,4,25,9,4,3,8
137,49,2,105,18,257,9,13,2,5,8,14
120,66,1,29,34,858,9,22,2,8,5,15
281,42,3,13,14,403,6,20,5,7,5,11
43,47,2,5,3,822,8,22,2,5,5,5
221,65,0,30,14,952,7,16,8,1,4,6
134,92,0,10,38,287,6,26,4,7,3,12
112,39,3,40,4,448,13,6,5,7,8,4
215,42,1,107,26,139,8,28,7,1,5,13
129,94,2,37,34,728,7,21,8,9,2,15
179,49,3,66,12,86,9,29,8,10,6,14
44,77,1,13,29,918,6,18,10,10,6,5
255,31,2,59,19,271,13,6,3,8,4,15
67,95,3,51,27,439,11,29,6,3,2,14
150,32,1,40,40,834,9,29,9,3,9,6
120,82,3,107,7,295,8,7,4,6,2,20
172,31,1,109,15,808,8,7,10,4,8,8
120,70,1,52,26,597,9,26,8,2,6,9
161,45,1,75,21,842,7,22,1,6,4,17
74,10,0,10,41,713,12,21,8,1,8,2
115,85,2,18,2,155,6,6,3,2,8,3
225,76,1,81,34,418,11,18,3,3,7,17
100,34,3,72,41,802,2,11,1,6,8,11
35,92,3,83,23,402,10,11,5,4,5,14
166,78,2,77,21,337,7,8,1,2,6,13
81,72,1,57,42,270,8,7,8,5,9,8
53,90,0,21,41,142,3,19,6,5,9,6
99,60,1,31,8,421,19,10,5,5,2,10
142,31,1,16,37,586,6,20,9,1,6,0
170,66,3,45,35,928,6,27,4,4,3,15
241,17,1,75,10,958,19,16,6,1,4,12
270,52,3,74,46,869,12,7,2,10,4,22
120,65,1,75,18,910,15,27,6,3,9,13
173,30,2,100,36,268,10,4,6,5,9,10
86,16,3,44,20,753,11,21,4,10,7,12
218,29,3,53,17,797,16,21,7,5,8,10
22,73,0,42,17,127,1,29,1,1,4,9
67,22,2,70,44,287,15,9,10,10,9,8
45,82,1,48,34,702,0,27,5,9,5,12
34,23,2,60,1,975,18,14,7,4,4,7
43,25,3,75,5,767,14,23,8,2,6,8
149,56,0,74,27,235,15,18,10,2,7,9
284,25,1,110,43,603,14,2,1,10,9,21
231,24,3,62,26,334,19,27,5,4,3,16
46,76,1,101,40,698,7,25,5,6,7,17
138,14,0,63,35,415,7,13,1,10,5,13
227,14,1,75,10,631,11,15,4,6,7,10
257,54,2,80,35,881,10,5,9,6,4,16
120,98,0,29,4,747,17,23,5,9,3,17
229,99,1,8,2,325,18,8,9,9,5,10
205,23,2,119,33,963,4,22,4,6,8,16
156,74,3,29,35,964,2,18,9,4,6,8
49,99,3,73,8,406,8,21,1,8,3,16
143,53,0,15,6,280,3,23,3,5,4,7
200,45,3,32,24,53,11,17,6,8,2,14
172,27,3,82,15,794,9,17,8,8,7,12
70,96,2,80,33,648,14,25,7,3,8,12
14,81,1,56,13,152,16,0,3,8,2,15
46,59,1,98,17,479,4,5,1,1,5,11
226,53,0,102,19,950,13,25,10,7,2,16
234,67,0,76,42,381,14,1,9,4,2,14
225,93,0,92,2,456,10,11,3,10,3,19
148,90,3,111,8,659,11,14,2,1,5,14
115,53,3,37,33,873,11,3,10,9,4,10
108,10,2,46,44,693,8,27,5,7,2,14
177,88,2,106,19,430,9,5,7,9,4,18
273,80,0,35,8,729,12,25,1,7,3,17
96,87,2,12,43,643,5,19,7,1,5,7
93,11,3,8,19,264,4,19,1,1,8,3
233,17,2,23,31,405,7,3,4,6,7,8
20,19,0,98,7,807,12,21,2,10,7,13
195,18,0,92,14,994,4,16,10,1,2,8
240,16,0,51,47,144,10,18,7,10,6,14
150,58,2,95,48,340,3,13,2,1,2,19
115,44,1,23,37,955,5,5,2,1,2,8
262,45,2,79,37,101,4,26,3,3,7,16
58,81,1,102,43,706,14,29,4,4,8,19
272,83,2,74,18,406,19,10,8,10,7,16
214,64,2,11,24,675,17,11,3,4,8,10
60,11,2,113,22,165,18,22,2,7,4,19
184,32,2,75,11,183,16,14,8,5,8,9
234,93,0,74,28,795,2,16,6,5,3,15
270,96,0,77,36,229,0,23,9,4,5,15
231,95,3,71,32,319,14,22,8,9,8,19
232,94,1,15,40,814,19,4,2,2,4,15
278,35,2,71,25,560,5,3,5,10,9,12
83,51,0,76,37,601,15,5,10,1,9,5
123,32,2,97,32,231,5,26,10,9,8,11
228,87,3,110,13,445,19,1,5,7,4,20
63,46,0,45,9,686,0,16,2,4,2,8
209,39,0,111,42,626,9,18,7,8,7,16
140,72,3,39,7,346,6,0,8,10,9,5
201,40,2,14,31,669,12,22,1,9,3,17
188,82,2,95,43,820,19,8,1,9,9,22
296,92,0,14,31,495,6,29,3,10,4,17
249,51,1,9,43,102,16,15,9,8,3,14
254,97,2,87,45,548,1,20,8,6,8,15
126,64,1,101,14,922,10,27,9,2,8,10
217,56,2,86,33,325,1,19,6,9,8,15
221,10,2,25,44,523,9,21,3,5,8,10
268,65,1,9,9,76,17,18,2,9,3,15
172,20,3,16,11,570,0,16,2,3,7,4
235,34,2,16,31,110,12,19,8,9,5,11
73,52,3,95,12,525,10,16,8,4,8,8
255,35,0,48,32,412,4,20,6,9,7,11
27,35,3,72,1,210,2,11,10,10,5,5
43,17,3,115,37,449,5,20,4,7,6,15
190,77,3,48,31,547,4,9,8,8,9,10
203,76,1,47,33,819,16,11,1,9,3,20
201,68,3,41,21,75,3,27,7,5,2,14
76,52,0,75,11,775,16,6,10,8,8,8
218,60,1,117,49,293,11,25,7,3,9,15
176,52,0,98,8,312,7,3,1,5,2,14
255,23,2,38,47,466,4,27,3,6,6,15
254,17,2,114,42,769,3,10,3,6,7,18
175,51,1,42,3,733,12,1,4,10,3,11
220,12,0,37,22,173,13,3,4,9,5,10
142,96,1,119,40,583,10,1,10,6,9,14
206,90,1,73,42,878,6,23,4,10,9,17
58,51,3,28,46,510,4,27,2,1,7,8
73,44,1,82,39,207,13,20,6,2,4,14
121,61,0,47,34,743,10,22,4,7,9,11
194,54,0,68,2,514,9,20,6,8,8,10
113,91,3,89,32,475,13,23,7,7,9,15
222,11,3,17,2,594,5,8,7,3,8,2
14,86,2,62,29,752,18,21,5,9,9,14
128,57,3,36,27,491,12,9,6,2,7,7
258,74,3,92,28,489,10,0,9,2,2,16
176,80,0,114,16,419,18,9,10,9,2,21
251,18,2,36,14,510,3,14,7,7,6,7
289,57,2,67,33,605,12,5,2,3,6,15
247,84,0,76,5,664,17,8,2,10,6,17
214,47,2,20,19,834,15,13,9,9,5,10
10,80,2,71,45,488,7,6,6,5,5,13
180,59,2,34,1,713,5,9,2,2,4,7
176,76,2,66,43,803,9,3,8,7,7,13
267,78,3,104,11,916,17,15,6,3,2,21
72,34,3,114,12,731,10,0,5,7,3,16
281,42,0,7,42,435,14,6,3,1,2,12
46,55,2,81,14,143,1,10,9,1,2,7
25,21,2,111,47,878,10,28,9,9,6,17
263,19,3,45,15,612,3,12,1,4,8,9
36,27,1,19,5,663,9,7,2,3,6,4
120,73,1,90,18,573,4,1,7,7,3,12
242,99,1,66,46,522,11,28,5,9,6,22
73,55,2,27,2,508,6,23,2,2,3,9
106,28,0,38,6,471,16,21,10,4,8,2
276,37,0,29,43,860,0,17,7,10,6,11
241,33,2,36,6,286,12,11,8,6,9,6
57,73,2,58,9,992,11,19,3,5,7,11
219,89,0,114,48,342,18,8,2,4,9,19
85,58,2,58,18,66,1,13,2,10,6,13
256,98,3,28,3,148,1,5,4,4,9,6
77,68,1,113,16,310,13,28,5,4,4,18
73,81,0,43,33,845,6,9,6,3,2,9
191,38,2,17,39,474,2,28,9,4,6,6
89,93,3,46,36,83,9,23,6,8,6,15
212,12,2,53,35,409,10,3,2,10,8,12
191,11,2,14,46,112,1,23,5,2,3,8
223,87,1,98,48,218,1,10,3,10,2,25
129,69,1,90,29,186,14,15,7,7,3,17
250,62,3,81,45,64,13,29,2,3,9,18
211,32,2,49,10,115,2,25,1,3,8,9
63,61,0,46,2,256,15,0,8,7,3,7
